trial,trial_seed,success,bls_max_power,bls_best_period,bls_best_duration,bls_best_epoch,tcf_max_score,tcf_best_raw_pooled_score,tcf_best_period,tcf_best_duration,tcf_best_epoch,tcf_valid_transit_events,tcf_positive_event_fraction,error
13,6390683783608472402,True,0.0009569320970666,12.267267267267266,0.2625,445.9737269027813,8.520211169411418,8.307542838293573,13.906490649064908,0.0625,456.7240330172768,6,0.8333333333333334,
14,16526306782882332581,True,0.0010218034547723,12.813813813813814,0.1625,451.3799769027813,8.290628652831792,7.414771015403758,12.315931593159316,0.3660714285714285,445.8694644656101,8,0.75,
15,7463546119029086629,True,0.0011501717607666,13.402402402402402,0.2625,447.0049769027813,9.529694820612706,8.75506699595469,13.238623862386238,0.3660714285714285,447.77004264877394,6,0.8333333333333334,
16,13299703150575413402,True,0.0012970813786164,12.715715715715715,0.2125,452.68622690278136,10.38743192691154,8.936020913521425,12.727572757275729,0.2648809523809524,452.8471529763277,6,0.6666666666666666,
17,11066986708126141988,True,0.0013205546605662,14.36936936936937,0.2125,455.6299769027813,8.827849888306387,6.133844278610861,14.703170317031702,0.2142857142857142,445.7319504929975,5,1.0,
18,4636427999593401254,True,0.0010767894945396,14.005005005005003,0.1125,446.69872690278135,9.685232504331406,8.693696521634237,14.136113611361136,0.2142857142857142,450.4515056024102,6,0.6666666666666666,
19,769440442178209097,True,0.0011347622829416,10.053053053053054,0.2125,445.37372690278136,9.071746154015546,8.317005086812019,14.68216821682168,0.1636904761904762,445.5432071404683,6,0.8333333333333334,
20,13036288243487195449,True,0.0014991866678463,14.705705705705704,0.2625,458.01747690278137,13.179502579152745,6.714088231509027,14.696169616961695,0.1636904761904762,458.1563834789645,5,0.6,
21,3279052032818246507,True,0.0010148654994761,9.128128128128129,0.2625,444.77372690278133,8.500615588925736,4.9263678114344405,10.004300430043005,0.1636904761904762,450.1979521186703,9,0.6666666666666666,
22,8531633619030038354,True,0.0012932386040774,14.22922922922923,0.2125,455.01747690278137,8.715221032660816,6.840179261769344,12.70937093709371,0.3660714285714285,450.0387315494909,6,0.8333333333333334,
23,7758713785375023945,True,0.0009890689111925,14.187187187187186,0.1125,452.52997690278136,9.232782700672384,6.5214984678700825,14.147314731473148,0.2648809523809524,449.6031214891227,7,0.7142857142857143,
24,380704665008352042,True,0.0011202165803725,11.846846846846846,0.2125,452.04872690278137,8.93600903927998,7.101110699495897,8.543954395439544,0.1636904761904762,448.7950730825975,11,0.9090909090909092,
25,2235803890804722150,True,0.0009320227479535,12.855855855855856,0.1125,456.26747690278137,9.032873372880909,6.0937389966975495,11.218221822182215,0.2142857142857142,450.0857052912915,7,0.8571428571428571,
26,17362886577920905275,True,0.0010877174940391,13.388388388388387,0.2625,455.40497690278136,8.116956298970504,7.234768341803004,14.381138113811382,0.3154761904761904,450.1547765763363,7,0.8571428571428571,
27,13460538672781952032,True,0.0010883749749291,12.603603603603604,0.1125,444.02997690278136,14.416517133598983,9.76544434734967,13.927492749274927,0.4166666666666667,448.9372646311877,5,0.6,
28,11825784967250974232,True,0.001341012479096,7.782782782782783,0.2625,449.73622690278137,8.876396770569634,7.208401971748149,12.436343634363435,0.3660714285714285,452.9551523349387,7,0.7142857142857143,
29,7503815300522478160,True,0.001093834058149,10.38938938938939,0.2625,452.26747690278137,12.074768672990476,12.057229518989072,12.377537753775377,0.3660714285714285,450.0974937817677,6,0.8333333333333334,
30,1095320553909425718,True,0.0011721728532535,10.80980980980981,0.2125,450.3174769027813,8.299890519459376,6.091451228796322,14.633163316331633,0.0625,454.5275680794968,5,0.6,
31,7835037301004721656,True,0.0009504451427515,14.663663663663664,0.2625,448.91747690278135,7.990795790185054,5.740667321584332,11.590659065906593,0.3660714285714285,444.33818812072855,9,0.6666666666666666,
32,15159264129248218918,True,0.0012798797473334,12.8978978978979,0.2125,450.79872690278137,9.002502756589996,5.979408001554612,11.743274327432744,0.2648809523809524,450.74068968989855,7,0.8571428571428571,
33,7580365088030452013,True,0.0012505740911744,11.804804804804805,0.1125,452.15497690278136,10.32191615814392,9.772735198505847,13.122412241224122,0.3660714285714285,456.1932580773607,6,1.0,
34,6667643239683355067,True,0.0008718094888033,13.85085085085085,0.0625,449.5987269027813,8.42104442167637,5.839937278340856,11.165016501650165,0.3154761904761904,454.49657715483954,8,0.75,
35,5867153848559407726,True,0.0015970034239178,10.375375375375375,0.2625,450.7862269027813,13.621466819682883,8.274313965468027,12.6001600160016,0.4166666666666667,450.1830134696066,5,0.8,
36,154569300294835966,True,0.0008842194739239,13.976976976976976,0.0625,450.04247690278135,8.330532586106505,5.523115703860395,12.23052305230523,0.3154761904761904,454.01080126845784,7,0.8571428571428571,
37,18331054666768511295,True,0.0010395783956587,5.862862862862863,0.2125,446.46747690278136,9.731773710116569,6.2142142107547755,9.966496649664968,0.1130952380952381,449.99085484215607,9,0.7777777777777778,
38,3699737907692558613,True,0.0009804113891544,13.416416416416416,0.1125,448.86122690278137,9.01806924313113,9.839594553353807,13.7006700670067,0.4166666666666667,450.2324907082664,6,0.8333333333333334,
39,9522818267306508522,True,0.0010209568936206,11.132132132132131,0.2125,448.3799769027813,12.313998923632138,11.078480467015556,13.724472447244723,0.1130952380952381,448.54085345174576,5,1.0,
40,9848882495461540833,True,0.0009966449432288,12.93993993993994,0.0625,452.17997690278133,9.033766277610088,11.139644707184589,13.476647664766476,0.2648809523809524,449.0853743526995,6,0.8333333333333334,
41,11147969031559261349,True,0.0009116945652303,10.24924924924925,0.1125,448.02372690278133,7.524355375754969,4.571737487081925,13.766476647664764,0.3154761904761904,444.271503664349,7,0.7142857142857143,
42,15890613351318163587,True,0.001214456986092,9.954954954954957,0.2125,449.57372690278135,10.752851076242523,5.263321230664082,13.8000800080008,0.1636904761904762,445.9953082904175,7,0.7142857142857143,
43,3602979946352011552,True,0.0010314392981943,11.342342342342342,0.2125,452.12372690278136,10.519245882107173,10.508154715763448,11.333033303330334,0.3660714285714285,452.30124196365034,6,1.0,
